"pincode","city","state_code","cod","prepaid","pickup","zone"
"342606","Gotan","Rajasthan","Y","Y","Y","Z4"
"342607","Bhopalgarh","Rajasthan","N","Y","N","Z4"
"342608","JODHPUR","RAJASTHAN","Y","Y","N","Z4"
"342609","BHOPALGARH","Rajasthan","Y","Y","N","Z4"
"342611","BHOPALGARH","Rajasthan","Y","Y","N","Z4"
"342612","BHOPALGARH","Rajasthan","Y","Y","N","Z4"
"342705","Bhopalgarh","Rajasthan","Y","Y","N","Z4"
"342801","Kalyanpurrj","Rajasthan","Y","Y","Y","Z4"
"342802","Jodhpur","Rajasthan","Y","Y","Y","Z4"
"342803","Jodhpur","RAJASTHAN","Y","Y","Y","Z4"
"342804","Jodhpur","Rajasthan","Y","Y","Y","Z4"
"342901","Gotan","Rajasthan","Y","Y","Y","Z4"
"342902","Jodhpur","Rajasthan","Y","Y","Y","Z4"
"343001","Jalore","Rajasthan","Y","Y","Y","Z4"
"343002","Jalore","RAJASTHAN","Y","Y","Y","Z4"
"343011","JALORE","RAJASTHAN","N","Y","N","Z4"
"343021","Jalore","Rajasthan","N","Y","Y","Z4"
"343022","Jalore","Rajasthan","Y","Y","Y","Z4"
"343023","Jalore","Rajasthan","N","Y","Y","Z4"
"343024","Jalore","Rajasthan","Y","Y","Y","Z4"
"343025","Jalore","Rajasthan","Y","Y","Y","Z4"
"343026","Jalore","Rajasthan","Y","Y","Y","Z4"
"343027","Sanchore","Rajasthan","Y","Y","Y","Z4"
"343028","Bhinmal","Rajasthan","Y","Y","Y","Z4"
"343029","Bhinmal","Rajasthan","Y","Y","Y","Z4"
"343030","Bhinmal","Rajasthan","Y","Y","Y","Z4"
"343031","Jalore","Rajasthan","N","Y","Y","Z4"
"343034","JALORE","RAJASTHAN","N","Y","Y","Z4"
"343039","Bhinmal","Rajasthan","Y","Y","Y","Z4"
"343040","Bhinmal","Rajasthan","Y","Y","Y","Z4"
"343041","Sanchore","Rajasthan","Y","Y","Y","Z4"
"343042","Jalore","Rajasthan","Y","Y","Y","Z4"
"343043","Sanchore","Rajasthan","Y","Y","Y","Z4"
"343044","Sanchore","Rajasthan","Y","Y","Y","Z4"
"343045","Sanchore","Rajasthan","Y","Y","Y","Z4"
"343046","Jalore","Rajasthan","N","Y","N","Z4"
"343047","JALORE","RAJASTHAN","N","Y","N","Z4"
"343048","Bhinmal","Rajasthan","Y","Y","Y","Z4"
"343049","Bhinmal","Rajasthan","Y","Y","Y","Z4"
"344001","BARMER","RAJASTHAN","Y","Y","Y","Z4"
"344011","Barmer","Rajasthan","Y","Y","Y","Z4"
"344012","Barmer","Rajasthan","Y","Y","Y","Z4"
"344013","Barmer","Rajasthan","Y","Y","N","Z4"
"344014","Barmer","Rajasthan","Y","Y","Y","Z4"
"344015","Barmer","Rajasthan","Y","Y","Y","Z4"
"344019","Balotra","Rajasthan","Y","Y","Y","Z4"
"344020","Balotra","Rajasthan","Y","Y","Y","Z4"
"344021","Samdari","Rajasthan","Y","Y","Y","Z4"
"344022","Balotra","Rajasthan","Y","Y","Y","Z4"
"344023","Balotra","Rajasthan","Y","Y","Y","Z4"
"344024","Balotra","Rajasthan","Y","Y","Y","Z4"
"344025","Barmer","Rajasthan","Y","Y","N","Z4"
"344026","Kalyanpurrj","Rajasthan","Y","Y","Y","Z4"
"344027","Balotra","Rajasthan","Y","Y","Y","Z4"
"344028","Balotra","Rajasthan","Y","Y","Y","Z4"
"344029","Balotra","Rajasthan","Y","Y","Y","Z4"
"344031","Dhorimana","Rajasthan","N","Y","Y","Z4"
"344032","Balotra","Rajasthan","Y","Y","Y","Z4"
"344033","Balotra","Rajasthan","Y","Y","Y","Z4"
"344034","Barmer","Rajasthan","Y","Y","Y","Z4"
"344035","Barmer","Rajasthan","Y","Y","Y","Z4"
"344037","Phalsund","Rajasthan","Y","Y","Y","Z4"
"344043","Siwana","Rajasthan","Y","Y","Y","Z4"
"344044","Siwana","Rajasthan","Y","Y","Y","Z4"
"344502","Ramsar","Rajasthan","Y","Y","Y","Z4"
"344503","Barmer","Rajasthan","Y","Y","N","Z4"
"344601","Barmer","Rajasthan","Y","Y","Y","Z4"
"344701","Sheo","Rajasthan","Y","Y","Y","Z4"
"344702","Jodhpur","Rajasthan","Y","Y","Y","Z4"
"344703","Barmer","Rajasthan","Y","Y","Y","Z4"
"344704","Barmer","Rajasthan","Y","Y","Y","Z4"
"344705","Sheo","Rajasthan","Y","Y","Y","Z4"
"344706","Dhorimana","Rajasthan","N","Y","Y","Z4"
"344708","Dhorimana","Rajasthan","N","Y","Y","Z4"
"345001","Jaisalmer","Rajasthan","Y","Y","Y","Z4"
"345002","Jaisalmer","Rajasthan","Y","Y","Y","Z4"
"345021","Jodhpur","Rajasthan","Y","Y","Y","Z4"
"345023","Pokhran","Rajasthan","Y","Y","Y","Z4"
"345024","Phalsund","Rajasthan","Y","Y","Y","Z4"
"345025","Phalsund","Rajasthan","Y","Y","Y","Z4"
"345027","Sheo","Rajasthan","Y","Y","Y","Z4"
"345032","Jaisalmer","Rajasthan","N","Y","Y","Z4"
"345033","Jaisalmer","Rajasthan","Y","Y","Y","Z4"
"345110","Jaisalmer","Rajasthan","N","Y","N","Z4"
"346002","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"346003","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"346004","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"346005","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"346110","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"354458","Amreli","Gujarat","Y","Y","N",""
"360000","Rajkot","Gujarat","Y","Y","Y","Z4"
"360001","Rajkot","Gujarat","Y","Y","Y","Z4"
"360002","Rajkot","Gujarat","Y","Y","Y","Z4"
"360003","Rajkot","Gujarat","Y","Y","Y","Z4"
"360004","Rajkot","Gujarat","Y","Y","Y","Z4"
"360005","Rajkot","Gujarat","Y","Y","Y","Z4"
"360006","RAJKOT","GUJARAT","Y","Y","Y","Z4"
"360007","Rajkot","Gujarat","Y","Y","Y","Z4"
"360008","Rajkot","Gujarat","Y","Y","Y","Z4"
"360009","Rajkot","Gujarat","Y","Y","Y","Z4"
"360011","Rajkot","Gujarat","Y","Y","Y","Z4"
"360012","Rajkot","Gujarat","Y","Y","Y","Z4"
"360013","Rajkot","Gujarat","Y","Y","Y","Z4"
"360018","Rajkot","Gujarat","Y","Y","Y","Z4"
"360019","RAJKOT","GUJRAT","N","Y","N","Z4"
"360020","Rajkot","Gujarat","Y","Y","Y","Z4"
"360021","Rajkot","Gujarat","Y","Y","Y","Z4"
"360022","Rajkot","Gujarat","Y","Y","Y","Z4"
"360023","Rajkot","Gujarat","Y","Y","Y","Z4"
"360024","Rajkot","Gujarat","Y","Y","Y","Z4"
"360025","Jasdan","Gujarat","Y","Y","Y","Z4"
"360026","Rajkot","Gujarat","Y","Y","Y","Z4"
"360029","RAJKOT","GUJARAT","N","Y","N","Z4"
"360030","Gondal","Gujarat","Y","Y","Y","Z4"
"360032","Jasdan","Gujarat","Y","Y","Y","Z4"
"360034","Rajkot","Gujarat","Y","Y","Y","Z4"
"360035","Rajkot","Gujarat","Y","Y","Y","Z4"
"360037","RAJKOT","Gujarat","N","Y","N","Z4"
"360040","Jasdan","Gujarat","Y","Y","Y","Z4"
"360045","Amreli","Gujarat","Y","Y","Y","Z4"
"360050","Jasdan","Gujarat","Y","Y","Y","Z4"
"360055","Jasdan","Gujarat","Y","Y","Y","Z4"
"360060","Jasdan","Gujarat","Y","Y","Y","Z4"
"360070","Gondal","Gujarat","Y","Y","Y","Z4"
"360075","Gondal","Gujarat","N","Y","Y","Z4"
"360080","Jasdan","Gujarat","Y","Y","Y","Z4"
"360110","Rajkot","Gujarat","Y","Y","Y","Z4"
"360150","Bhanvad","Gujarat","Y","Y","Y","Z4"
"360311","Gondal","Gujarat","Y","Y","Y","Z4"
"360312","Gondal","Gujarat","N","Y","N","Z4"
"360320","GONDAL","GUJARAT","Y","Y","Y","Z4"
"360325","Amreli","Gujarat","Y","Y","Y","Z4"
"360330","Gondal","Gujarat","Y","Y","Y","Z4"
"360335","GONDAL","GUJARAT","N","Y","Y","Z4"
"360360","Jetpur","Gujarat","Y","Y","Y","Z4"
"360370","Jetpur","Gujarat","Y","Y","Y","Z4"
"360375","Jetpur","Gujarat","Y","Y","Y","Z4"
"360380","Jetpur","Gujarat","Y","Y","Y","Z4"
"360405","Dhoraji","Gujarat","Y","Y","Y","Z4"
"360410","Dhoraji","Gujarat","Y","Y","Y","Z4"
"360411","Junagadh","GUJARAT","Y","Y","Y","Z4"
"360421","Dhoraji","Gujarat","Y","Y","Y","Z4"
"360430","Upleta","Gujarat","Y","Y","Y","Z4"
"360440","Dhoraji","Gujarat","Y","Y","Y","Z4"
"360450","Upleta","Gujarat","Y","Y","Y","Z4"
"360452","Dhoraji","Gujarat","Y","Y","Y","Z4"
"360460","Dhoraji","Gujarat","Y","Y","Y","Z4"
"360470","Upleta","Gujarat","Y","Y","Y","Z4"
"360480","Jamjodhpur","Gujarat","Y","Y","Y","Z4"
"360490","Upleta","Gujarat","Y","Y","Y","Z4"
"360510","Bhanvad","Gujarat","Y","Y","Y","Z4"
"360515","Bhanvad","Gujarat","Y","Y","Y","Z4"
"360520","Jamjodhpur","Gujarat","Y","Y","Y","Z4"
"360530","Jamjodhpur","Gujarat","Y","Y","Y","Z4"
"360531","Jamjodhpur","Gujarat","Y","Y","Y","Z4"
"360545","Porbandar","Gujarat","Y","Y","Y","Z4"
"360550","PORBANDAR","GUJARAT","Y","Y","Y","Z4"
"360560","Kutiyana","Gujarat","Y","Y","Y","Z4"
"360570","Kutiyana","Gujarat","Y","Y","Y","Z4"
"360571","KUTIYANA","GUJARAT","N","Y","N","Z4"
"360572","Kutiyana","Gujarat","N","Y","N","Z4"
"360575","PORBANDAR","GUJARAT","Y","Y","Y","Z4"
"360576","Porbandar","Gujarat","Y","Y","Y","Z4"
"360577","Porbandar","Gujarat","Y","Y","Y","Z4"
"360578","Porbandar","Gujarat","Y","Y","Y","Z4"
"360579","Porbandar","Gujarat","Y","Y","Y","Z4"
"360583","Porbandar","Gujarat","Y","Y","Y","Z4"
"360585","Porbunder","Gujarat","Y","Y","Y","Z4"
"360590","Porbandar","Gujarat","Y","Y","Y","Z4"
"360650","Kutiyana","Gujarat","N","Y","N","Z4"
"361001","JAMNAGAR","GUJARAT","Y","Y","Y","Z4"
"361002","Jamnagar","Gujarat","Y","Y","Y","Z4"
"361003","Jamnagar","Gujarat","Y","Y","Y","Z4"
"361004","Jamnagar","Gujarat","Y","Y","Y","Z4"
"361005","Jamnagar","Gujarat","Y","Y","Y","Z4"
"361006","Jamnagar","Gujarat","Y","Y","Y","Z4"
"361007","Rajkot","Gujarat","Y","Y","Y","Z4"
"361008","Jamnagar Dp Office","Gujarat","Y","Y","Y","Z4"
"361009","Jamnagar","Gujarat","Y","Y","Y","Z4"
"361010","Khambhalia","Gujarat","Y","Y","Y","Z4"
"361011","Dhrol","Gujarat","Y","Y","Y","Z4"
"361012","Jamnagar","Gujarat","Y","Y","N","Z4"
"361013","Kalavad","Gujarat","Y","Y","Y","Z4"
"361101","Jamnagar","Gujarat","Y","Y","Y","Z4"
"361110","Jamnagar","Gujarat","Y","Y","Y","Z4"
"361120","Jamnagar","Gujarat","Y","Y","Y","Z4"
"361130","Dhrol","Gujarat","Y","Y","Y","Z4"
"361135","JAMNAGAR","Gujarat","N","Y","N","Z4"
"361140","JAMNAGAR","GUJARAT","Y","Y","Y","Z4"
"361141","Motikhavdi","Gujarat","Y","Y","Y","Z4"
"361142","Jamnagar","Gujarat","Y","Y","Y","Z4"
"361150","Jamnagar","Gujarat","Y","Y","Y","Z4"
"361160","Kalavad","Gujarat","Y","Y","Y","Z4"
"361162","Kalavad","Gujarat","Y","Y","Y","Z4"
"361170","Khambhalia","Gujarat","Y","Y","Y","Z4"
"361210","Jamnagar Dp Office","Gujarat","Y","Y","Y","Z4"
"361220","Dhrol","Gujarat","Y","Y","Y","Z4"
"361230","Dhrol","Gujarat","Y","Y","Y","Z4"
"361240","Dhrol","Gujarat","Y","Y","Y","Z4"
"361250","Dhrol","Gujarat","Y","Y","Y","Z4"
"361280","Khambhalia","Gujarat","Y","Y","Y","Z4"
"361290","JAMNAGAR","GUJARAT","N","Y","N","Z4"
"361295","Sodhana","Gujarat","N","Y","N","Z4"
"361305","JAMKHAMBHALIYA","GUJARAT","Y","Y","Y","Z4"
"361306","Dhrol","Gujarat","Y","Y","Y","Z4"
"361310","Khambhalia","Gujarat","Y","Y","Y","Z4"
"361312","JAMNAGAR","GUJARAT","N","Y","N","Z4"
"361315","Dwarka","Gujarat","Y","Y","Y","Z4"
"361316","Mahadeviya","Gujarat","Y","Y","N","Z4"
"361320","Bhatiya","Gujarat","Y","Y","Y","Z4"
"361321","Sodhana","Gujarat","N","Y","N","Z4"
"361322","JAMNAGAR","GUJARAT","N","Y","N","Z4"
"361325","Bhatiya","Gujarat","Y","Y","Y","Z4"
"361330","Dwarka","Gujarat","Y","Y","Y","Z4"
"361335","Dwarka -Gj","Gujarat","Y","Y","Y","Z4"
"361336","Dwarka","Gujarat","Y","Y","Y","Z4"
"361342","Mithapur(Gj)","Gujarat","N","Y","Y","Z4"
"361345","Mithapur(Gj)","Gujarat","Y","Y","Y","Z4"
"361347","OKHAMANDAL","GUJARAT","Y","Y","Y","Z4"
"361350","Dwarka","Gujarat","Y","Y","Y","Z4"
"362001","Junagadh","Gujarat","Y","Y","Y","Z4"
"362002","Junagadh","Gujarat","Y","Y","Y","Z4"
"362003","Junagadh","Gujarat","Y","Y","Y","Z4"
"362004","Junagadh","Gujarat","Y","Y","Y","Z4"
"362005","Junagadh","Gujarat","Y","Y","Y","Z4"
"362011","Dhoraji","Gujarat","Y","Y","Y","Z4"
"362012","Junagadh","Gujarat","Y","Y","Y","Z4"
"362013","Junagadh","Gujarat","Y","Y","Y","Z4"
"362014","Junagadh","Gujarat","Y","Y","Y","Z4"
"362015","Junagadh","Gujarat","Y","Y","Y","Z4"
"362020","Bhesan","Gujarat","Y","Y","Y","Z4"
"362021","Junagadh","Gujarat","Y","Y","N","Z4"
"362030","Bhesan","Gujarat","Y","Y","Y","Z4"
"362036","Unagj","Gujarat","Y","Y","Y","Z4"
"362037","Junagadh","Gujarat","Y","Y","Y","Z4"
"362110","Junagadh","Gujarat","Y","Y","Y","Z4"
"362111","Vishavadar","GUJARAT","Y","Y","Y","Z4"
"362120","Vishavadar","Gujarat","Y","Y","Y","Z4"
"362130","Visavadar","Gujarat","Y","Y","Y","Z4"
"362132","Vishavadar","Gujarat","Y","Y","Y","Z4"
"362133","Vishavadar","Gujarat","Y","Y","Y","Z4"
"362135","Talala","Gujarat","Y","Y","Y","Z4"
"362136","Unagj","Gujarat","Y","Y","Y","Z4"
"362140","Talala","Gujarat","Y","Y","Y","Z4"
"362142","Talala","Gujarat","N","Y","N","Z4"
"362150","TALALA GIR","GUJARAT","Y","Y","Y","Z4"
"362151","TALALA GIR","GUJARAT","N","Y","N","Z4"
"362152","Talala","Gujarat","N","Y","N","Z4"
"362155","TALALA GIR","GUJARAT","N","Y","N","Z4"
"362205","Junagadh","Gujarat","Y","Y","Y","Z4"
"362215","Junagadh","Gujarat","Y","Y","Y","Z4"
"362216","Keshod","Gujarat","Y","Y","N","Z4"
"362220","Keshod","Gujarat","Y","Y","Y","Z4"
"362221","Keshod","Gujarat","Y","Y","Y","Z4"
"362222","Keshod","Gujarat","Y","Y","Y","Z4"
"362223","Keshod","Gujarat","Y","Y","Y","Z4"
"362224","Keshod","Gujarat","Y","Y","Y","Z4"
"362225","Junagadh","Gujarat","Y","Y","Y","Z4"
"362226","Keshod","Gujarat","Y","Y","Y","Z4"
"362227","Keshod","Gujarat","Y","Y","Y","Z4"
"362228","Keshod","Gujarat","Y","Y","Y","Z4"
"362229","Mendrada","Gujarat","Y","Y","Y","Z4"
"362230","Keshod","Gujarat","Y","Y","Y","Z4"
"362231","Keshod","Gujarat","Y","Y","Y","Z4"
"362235","Mangrol","Gujarat","Y","Y","Y","Z4"
"362240","Mangrol","Gujarat","Y","Y","Y","Z4"
"362242","Mangrol","Gujarat","Y","Y","N","Z4"
"362245","Keshod","Gujarat","Y","Y","Y","Z4"
"362246","Keshod","Gujarat","Y","Y","N","Z4"
"362247","KESHOD","GUJARAT","N","Y","N","Z4"
"362248","Keshod","Gujarat","Y","Y","Y","Z4"
"362249","Keshod","Gujarat","Y","Y","Y","Z4"
"362250","Keshod","Gujarat","Y","Y","Y","Z4"
"362251","Mangrol","Gujarat","Y","Y","N","Z4"
"362255","Veraval","Gujarat","Y","Y","Y","Z4"
"362256","Veraval","Gujarat","Y","Y","Y","Z4"
"362257","VERAVAL","GUJARAT","Y","Y","Y","Z4"
"362258","Veraval","Gujarat","Y","Y","Y","Z4"
"362259","Veraval","Gujarat","Y","Y","Y","Z4"
"362260","Mendarda","Gujarat","Y","Y","Y","Z4"
"362263","Mendarda","Gujarat","Y","Y","Y","Z4"
"362265","Veraval","Gujarat","Y","Y","Y","Z4"
"362266","Veraval","Gujarat","Y","Y","Y","Z4"
"362267","Veraval","Gujarat","Y","Y","Y","Z4"
"362268","Veraval","Gujarat","Y","Y","Y","Z4"
"362269","Veraval","Gujarat","Y","Y","Y","Z4"
"362271","Junagadh","GUJARAT","Y","Y","Y","Z4"
"362275","Veraval","Gujarat","Y","Y","Y","Z4"
"362276","Veraval","Gujarat","Y","Y","Y","Z4"
"362277","Kodinar","Daman And Diu","Y","Y","N","Z4"
"362278","Kodinar","Daman And Diu","Y","Y","Y","Z4"
"362310","JUNAGADH","GUJARAT","Y","Y","Y","Z4"
"362315","Jetpur","Gujarat","Y","Y","Y","Z4"
"362415","Junagadh","","Y","Y","N","Z4"
"362510","Unagj","Gujarat","Y","Y","Y","Z4"
"362515","Unagj","Gujarat","Y","Y","N","Z4"
"362520","UNAGJ","GUJARAT","Y","Y","Y","Z4"
"362530","Girgadhada","Gujarat","Y","Y","Y","Z4"
"362540","Una","Gujarat","Y","Y","Y","Z4"
"362550","UNA","Gujarat","Y","Y","Y","Z4"
"362551","Veraval","Gujarat","Y","Y","Y","Z4"
"362552","Unagj","Gujarat","Y","Y","N","Z4"
"362560","Unagj","Gujarat","Y","Y","Y","Z4"
"362565","Una","Gujarat","Y","Y","Y","Z4"
"362570","Una","Gujarat","Y","Y","Y","Z4"
"362571","Unagj","Gujarat","Y","Y","Y","Z4"
"362610","Junagadh","Gujarat","Y","Y","Y","Z4"
"362615","Junagadh","Gujarat","Y","Y","Y","Z4"
"362620","Manavadar","Gujarat","Y","Y","Y","Z4"
"362621","Kutiyana","Gujarat","N","Y","N","Z4"
"362623","KUTIYANA","GUJARAT","N","Y","N","Z4"
"362624","Kutiyana","Gujarat","N","Y","N","Z4"
"362625","Manavadar","Gujarat","Y","Y","Y","Z4"
"362626","Manavadar","Gujarat","Y","Y","Y","Z4"
"362627","Manavadar","Gujarat","Y","Y","Y","Z4"
"362630","Manavadar","Gujarat","Y","Y","Y","Z4"
"362633","Manavadar","Gujarat","Y","Y","N","Z4"
"362634","Manavadar","Gujarat","Y","Y","N","Z4"
"362640","Manavadar","Gujarat","Y","Y","Y","Z4"
"362650","Kutiyana","Gujarat","Y","Y","Y","Z4"
"362652","Kutiyana","Gujarat","N","Y","N","Z4"
"362653","KUTIYANA","GUJARAT","N","Y","N","Z4"
"362710","Kodinar","Gujarat","Y","Y","Y","Z4"
"362715","Kodinar","Gujarat","Y","Y","Y","Z4"
"362720","Junagadh","GUJARAT","Y","Y","Y","Z4"
"362721","KODINAR","DAMAN AND DIU","Y","Y","Y","Z4"
"362722","Junagadh","Gujarat","Y","Y","Y","Z4"
"362725","Kodinar","Daman And Diu","Y","Y","Y","Z4"
"362726","Kodinar","Daman And Diu","Y","Y","N","Z4"
"362727","Kodinar","Daman And Diu","Y","Y","Y","Z4"
"362730","Una-Gj","Gujarat","Y","Y","N","Z4"
"362733","Junagadh","Gujarat","Y","Y","Y","Z4"
"363001","SURENDRANAGAR","GUJARAT","Y","Y","Y","Z4"
"363002","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363005","Salem","Tamil Nadu","N","Y","Y","Z4"
"363007","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363020","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363022","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363023","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363030","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363031","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363035","SURENDRANAGAR","GUJARAT","Y","Y","Y","Z4"
"363039","SURENDRANAGAR","GUJARAT","Y","Y","Y","Z4"
"363040","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363041","Surendranagar","GUJARAT","Y","Y","Y","Z4"
"363045","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363110","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363115","Patdi","Gujarat","Y","Y","Y","Z4"
"363140","Talala","Gujarat","Y","Y","N","Z4"
"363250","Surendranagar","GUJARAT","Y","Y","Y","Z4"
"363310","Dharangathra","Gujarat","Y","Y","Y","Z4"
"363312","Surendranagar","Gujarat","N","Y","Y","Z4"
"363315","DHRANGADHRA (GUJ)","GUJARAT","N","Y","Y","Z4"
"363320","Dhrangadhra","Gujarat","Y","Y","Y","Z4"
"363330","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363331","Halvad","Gujarat","Y","Y","N","Z4"
"363332","HALVAD","GUJARAT","Y","Y","N","Z4"
"363333","Halvad","GUJARAT","Y","Y","Y","Z4"
"363334","Halvad","Gujarat","Y","Y","Y","Z4"
"363351","Halvad","Gujarat","Y","Y","Y","Z4"
"363410","Limbdi","Gujarat","Y","Y","Y","Z4"
"363411","Ranpur","Gujarat","N","Y","N","Z4"
"363412","RANPUR","GUJARAT","N","Y","Y","Z4"
"363415","Limbdi","Gujarat","Y","Y","Y","Z4"
"363416","Ranpur","Gujarat","N","Y","N","Z4"
"363420","LIMBDI","GUJARAT","Y","Y","Y","Z4"
"363421","Limdi","Gujarat","Y","Y","Y","Z4"
"363422","Limdi","Gujarat","Y","Y","N","Z4"
"363423","Limbdi","Gujarat","Y","Y","Y","Z4"
"363424","Limdi","Gujarat","Y","Y","Y","Z4"
"363426","Limdi","GUJARAT","Y","Y","Y","Z4"
"363427","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363430","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363435","Surendranagar","Gujarat","Y","Y","Y","Z4"
"363440","Limbdi","Gujarat","Y","Y","Y","Z4"
"363510","Limbdi","Gujarat","Y","Y","Y","Z4"
"363520","Chotila","Surendranagar","Y","Y","Y","Z4"
"363522","CHOTILA","GUJARAT","Y","Y","Y","Z4"
"363530","Chotila","Gujarat","Y","Y","Y","Z4"
"363535","MORBI","GUJARAT","Y","Y","Y","Z4"
"363610","Vijapur","Gujarat","Y","Y","Y","Z4"
"363621","Wankaner","Gujarat","Y","Y","Y","Z4"
"363622","Wankaner","Gujarat","Y","Y","Y","Z4"
"363623","Wankaner","Gujarat","Y","Y","Y","Z4"
"363626","Morbi","Gujarat","Y","Y","Y","Z4"
"363630","Rajkot","Gujarat","Y","Y","Y","Z4"
"363631","VERAVAL","GUJARAT","Y","Y","Y","Z4"
"363632","Almora","","Y","Y","N","Z4"
"363636","Rajkot","Gujarat","N","Y","Y","Z4"
"363641","Morbi","Gujarat","Y","Y","Y","Z4"
"363642","Morbi","Gujarat","Y","Y","Y","Z4"
"363643","Morbi E-Tail Centre","Gujarat","Y","Y","Y","Z4"
"363646","Morbi","Gujarat","Y","Y","Y","Z4"
"363650","Morbi","Gujarat","Y","Y","Y","Z4"
"363655","Dhrol","Gujarat","Y","Y","Y","Z4"
"363660","Morbi E-Tail Centre","Gujarat","Y","Y","Y","Z4"
"363665","Veraval","Gujarat","Y","Y","Y","Z4"
"363666","Veraval","Gujarat","Y","Y","Y","Z4"
"363667","Veraval","Gujarat","Y","Y","Y","Z4"
"363668","Veraval","Gujarat","Y","Y","N","Z4"
"363669","Veraval","Gujarat","Y","Y","Y","Z4"
"363745","Patdi","Gujarat","Y","Y","Y","Z4"
"363750","Viramgam","Gujarat","Y","Y","Y","Z4"
"363755","Viramgam","Gujarat","Y","Y","Y","Z4"
"363760","Patdi","Gujarat","Y","Y","Y","Z4"
"363765","Viramgam","Gujarat","Y","Y","Y","Z4"
"364001","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364002","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364003","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364004","Bhavnagar - Csp","Gujarat","Y","Y","Y","Z4"
"364005","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364006","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364021","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364022","BHAVNAGAR","GUJARAT","Y","Y","Y","Z4"
"364050","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364055","BHAVNAGAR","Gujarat","Y","Y","Y","Z4"
"364060","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364061","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364070","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364071","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364081","Talaja","Gujarat","Y","Y","Y","Z4"
"364110","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364120","Talaja","Gujarat","Y","Y","Y","Z4"
"364130","Mahuva","Gujarat","Y","Y","Y","Z4"
"364131","TALAJA","Gujarat","Y","Y","N","Z4"
"364135","TALAJA","Gujarat","Y","Y","N","Z4"
"364140","Talaja","Gujarat","Y","Y","Y","Z4"
"364145","Mahuva","Gujarat","Y","Y","Y","Z4"
"364150","Talaja","Gujarat","Y","Y","Y","Z4"
"364151","TALAJA","Gujarat","Y","Y","N","Z4"
"364210","Sihor","Gujarat","Y","Y","Y","Z4"
"364215","Bhavnagar","Gujarat","N","Y","Y","Z4"
"364220","Amreli","Gujarat","N","Y","Y","Z4"
"364225","AMRELI","GUJARAT","N","Y","Y","Z4"
"364230","Dhasa","Gujarat","Y","Y","Y","Z4"
"364240","Sihor","Gujarat","Y","Y","Y","Z4"
"364241","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364245","Bhavnagar","Gujarat","N","Y","Y","Z4"
"364250","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364260","Sihor","Gujarat","Y","Y","Y","Z4"
"364265","Palitana","Gujarat","Y","Y","Y","Z4"
"364270","Palitana","Gujarat","Y","Y","Y","Z4"
"364275","Palitana","Gujarat","Y","Y","Y","Z4"
"364280","Mahuva","Gujarat","Y","Y","Y","Z4"
"364290","Mahuva","Gujarat","Y","Y","Y","Z4"
"364292","Mahuva","Gujarat","Y","Y","Y","Z4"
"364293","Mahuva","Gujarat","Y","Y","Y","Z4"
"364295","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364296","MAHUVA","Gujarat","Y","Y","Y","Z4"
"364297","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364298","Mahuva","GUJARAT","Y","Y","Y","Z4"
"364310","Bhavnagar","Gujarat","Y","Y","Y","Z4"
"364313","#N/A","#N/A","Y","Y","N","Z4"
"364315","Botad","Gujarat","Y","Y","Y","Z4"
"364320","Sihor","Gujarat","Y","Y","Y","Z4"
"364330","Sihor","Gujarat","Y","Y","Y","Z4"
"364365","Amreli","Gujarat","N","Y","Y","Z4"
"364421","Amreli","Gujarat","Y","Y","Y","Z4"
"364430","Amreli","Gujarat","N","Y","N","Z4"
