"pincode","city","state_code","cod","prepaid","pickup","zone"
"531270","GAJAPATHINAGARAM","ANDHRA PRADESH","Y","Y","Y","Z4"
"531273","Gajapathinagaram","Andhra Pradesh","Y","Y","Y","Z4"
"531281","Chodavaram","Andhra Pradesh","Y","Y","Y","Z4"
"531303","Vizianagaram","Andhra Pradesh","N","Y","Y","Z4"
"532001","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532002","SRIKAKULAM","Andhra Pradesh","Y","Y","Y","Z4"
"532003","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532004","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532005","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532100","Rajam","ANDHRA PRADESH","N","Y","N","Z4"
"532101","AMADALAVALASA","ANDHRA PRADESH","Y","Y","Y","Z4"
"532102","Rajam","Andhra Pradesh","N","Y","N","Z4"
"532122","Rajam","Andhra Pradesh","Y","Y","Y","Z4"
"532123","Rajam","Andhra Pradesh","Y","Y","Y","Z4"
"532124","Rajam","Andhra Pradesh","N","Y","N","Z4"
"532125","Rajam","ANDHRA PRADESH","Y","Y","Y","Z4"
"532126","Rajam","ANDHRA PRADESH","N","Y","N","Z4"
"532127","VIZIANAGARAM","ANDHRA PRADESH","Y","Y","Y","Z4"
"532128","Rajam","Andhra Pradesh","Y","Y","Y","Z4"
"532134","Rajam","Andhra Pradesh","Y","Y","Y","Z4"
"532148","Rajam","Andhra Pradesh","Y","Y","Y","Z4"
"532168","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532185","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532186","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532189","AMADALAVALASA","ANDHRA PRADESH","Y","Y","Y","Z4"
"532190","Palakonda","Andhra Pradesh","Y","Y","Y","Z4"
"532195","Tekkali","Andhra Pradesh","Y","Y","Y","Z4"
"532201","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532202","Tekkali","Andhra Pradesh","Y","Y","Y","Z4"
"532203","Tekkali","Andhra Pradesh","Y","Y","Y","Z4"
"532205","TEKKALI","Andhra Pradesh","N","Y","N","Z4"
"532206","TEKKALI","ANDHRA PRADESH","N","Y","N","Z4"
"532207","TEKKALI","Andhra Pradesh","N","Y","N","Z4"
"532208","TEKKALI","ANDHRA PRADESH","N","Y","N","Z4"
"532209","Tekkali","Andhra Pradesh","N","Y","N","Z4"
"532211","Tekkali","Andhra Pradesh","Y","Y","Y","Z4"
"532212","Palasa","Andhra Pradesh","Y","Y","Y","Z4"
"532213","Pathapatnam","Andhra Pradesh","Y","Y","Y","Z4"
"532214","Pathapatnam","Andhra Pradesh","Y","Y","Y","Z4"
"532215","Tekkali","Andhra Pradesh","Y","Y","Y","Z4"
"532216","Pathapatnam","Andhra Pradesh","Y","Y","Y","Z4"
"532218","Palasa","Andhra Pradesh","Y","Y","Y","Z4"
"532219","Palasa","Andhra Pradesh","Y","Y","Y","Z4"
"532220","Palasa","Andhra Pradesh","Y","Y","Y","Z4"
"532221","Palasa","Andhra Pradesh","Y","Y","Y","Z4"
"532222","Palasa","Andhra Pradesh","Y","Y","Y","Z4"
"532242","Palasa","Andhra Pradesh","Y","Y","Y","Z4"
"532243","Palasa","Andhra Pradesh","Y","Y","Y","Z4"
"532244","MANDASA","ANDHRA PRADESH","N","Y","N","Z4"
"532263","Sompeta","Andhra Pradesh","Y","Y","Y","Z4"
"532264","Sompeta","Andhra Pradesh","Y","Y","Y","Z4"
"532265","Rajam","Andhra Pradesh","N","Y","N","Z4"
"532270","KONDAPI","ANDHRA PRADESH","N","Y","Y","Z4"
"532284","Sompeta","Andhra Pradesh","Y","Y","Y","Z4"
"532290","Sompeta","Andhra Pradesh","Y","Y","Y","Z4"
"532291","Sompeta","Andhra Pradesh","Y","Y","Y","Z4"
"532292","Sompeta","Andhra Pradesh","Y","Y","Y","Z4"
"532293","ICHAPURAM","ANDHRA PRADESH","Y","Y","N","Z4"
"532294","Ichapuram","Andhra Pradesh","Y","Y","N","Z4"
"532312","Ichchapuram","Andhra Pradesh","Y","Y","Y","Z4"
"532313","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532314","KAVITI AP","ANDHRA PRADESH","Y","Y","N","Z4"
"532322","Sompeta","Andhra Pradesh","Y","Y","Y","Z4"
"532323","Ichapuram","Andhra Pradesh","Y","Y","N","Z4"
"532401","Srikakulam","ANDHRA PRADESH","Y","Y","Y","Z4"
"532402","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532403","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532404","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532405","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532406","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532407","SRIKAKULAM","ANDHRA PRADESH","Y","Y","Y","Z4"
"532408","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532409","Ranastalam","Andhra Pradesh","Y","Y","Y","Z4"
"532410","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532417","Srikakulam","Andhra Pradesh","N","Y","Y","Z4"
"532421","Narasannapet","Andhra Pradesh","Y","Y","Y","Z4"
"532425","Narasannapeta","Andhra Pradesh","Y","Y","Y","Z4"
"532426","Narasannapeta","Andhra Pradesh","Y","Y","Y","Z4"
"532427","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532428","Kotturu","Andhra Pradesh","N","Y","Y","Z4"
"532429","Narasannapeta","Andhra Pradesh","Y","Y","Y","Z4"
"532430","Narasannapeta","Andhra Pradesh","Y","Y","Y","Z4"
"532432","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532440","Palakonda","Andhra Pradesh","Y","Y","Y","Z4"
"532443","Palakonda","Andhra Pradesh","Y","Y","Y","Z4"
"532445","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532455","Palakonda","Andhra Pradesh","Y","Y","Y","Z4"
"532456","Kotturu-AP","Andhra Pradesh","N","N","Y","Z4"
"532457","Kotturu-AP","Andhra Pradesh","Y","Y","Y","Z4"
"532458","Amadalavalasa","Andhra Pradesh","Y","Y","Y","Z4"
"532459","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532460","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532461","Palakonda","Andhra Pradesh","Y","Y","Y","Z4"
"532462","Palakonda","Andhra Pradesh","Y","Y","Y","Z4"
"532464","Yanam","Pondicherry","Y","Y","N","Z4"
"532470","Rajam","Andhra Pradesh","N","Y","N","Z4"
"532474","Narasannapeta","Andhra Pradesh","Y","Y","Y","Z4"
"532484","Srikakulam","Andhra Pradesh","Y","Y","Y","Z4"
"532485","SRIKAKULAM","ANDHRA PRADESH","N","Y","Y","Z4"
"532501","Vinukonda","Andhra Pradesh","Y","Y","Y","Z4"
"532502","Narsipuram","Andhra Pradesh","N","Y","Y","Z4"
"532521","Parvathipuram","Andhra Pradesh","N","Y","N","Z4"
"532522","PARVATHIPURAM","ANDHRA PRADESH","N","Y","Y","Z4"
"532523","PARVATHIPURAM","ANDHRA PRADESH","N","Y","N","Z4"
"532524","Parvathipuram","Andhra Pradesh","N","Y","Y","Z4"
"532525","Gajapathinagaram","Andhra Pradesh","Y","Y","Y","Z4"
"532526","PARVATHIPURAM","ANDHRA PRADESH","N","Y","N","Z4"
"532527","Narsipuram","Andhra Pradesh","N","Y","Y","Z4"
"532534","Parvathipuram","Andhra Pradesh","N","Y","N","Z4"
"532547","SALUR","ANDHRA PRADESH","N","Y","N","Z4"
"532550","PALAKONDA","ANDHRA PRADESH","Y","Y","Y","Z4"
"532552","Palakonda","Andhra Pradesh","Y","Y","N","Z4"
"532557","Rajam","Andhra Pradesh","Y","Y","Y","Z4"
"532558","Bobbili","Andhra Pradesh","Y","Y","Y","Z4"
"532560","Chinabhogili","Andhra Pradesh","N","Y","N","Z4"
"532562","BOBBILLI","ANDHRA PRADESH","N","Y","N","Z4"
"532573","BOBBILI","ANDHRA PRADESH","N","Y","Y","Z4"
"532578","SALUR","ANDHRA PRADESH","N","Y","N","Z4"
"532579","BOBBILI","ANDHRA PRADESH","Y","Y","Y","Z4"
"532580","GAJAPATHINAGARAM","ANDHRA PRADESH","Y","Y","Y","Z4"
"532591","Salur","Andhra Pradesh","Y","Y","Y","Z4"
"532592","Salur","Andhra Pradesh","N","Y","N","Z4"
"532593","SALUR","ANDHRA PRADESH","N","Y","N","Z4"
"532599","Repalle","Andhra Pradesh","Y","Y","Y","Z4"
"532612","Srikakulam","Andhra Pradesh","N","Y","Y","Z4"
"532617","SRIKAKULAM","ANDHRA PRADESH","Y","Y","Y","Z4"
"532663","Srikakulam","Andhra Pradesh","N","Y","Y","Z4"
"533000","KRISHNA","Andhra Pradesh","N","Y","N","Z4"
"533001","KAKINADA","ANDHRA PRADESH","Y","Y","Y","Z4"
"533002","Kakinada","Andhra Pradesh","Y","Y","Y","Z4"
"533003","Kakinada","Andhra Pradesh","Y","Y","Y","Z4"
"533004","Kakinada","Andhra Pradesh","Y","Y","Y","Z4"
"533005","Kakinada","Andhra Pradesh","Y","Y","Y","Z4"
"533006","Kakinada","Andhra Pradesh","Y","Y","Y","Z4"
"533007","Kakinada","Andhra Pradesh","Y","Y","Y","Z4"
"533008","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533009","SRIKAKULAM","Andhra Pradesh","N","Y","N","Z4"
"533014","KAKINADA","ANDHRA PRADESH","N","Y","Y","Z4"
"533016","Kakinada","Andhra Pradesh","Y","Y","Y","Z4"
"533101","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533102","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533103","Rajahmundry","ANDHRA PRADESH","Y","Y","Y","Z4"
"533104","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533105","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533106","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533107","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533108","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533109","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533121","VISAKHAPATNAM","Andhra Pradesh","N","Y","N","Z4"
"533122","EAST GODAVARI","ANDHRA PRADESH","N","Y","N","Z4"
"533124","RAJAHMUNDRY","ANDHRA PRADESH","Y","Y","Y","Z4"
"533125","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533126","Dowleswaram","Andhra Pradesh","Y","Y","Y","Z4"
"533133","Kadiyam","Andhra Pradesh","Y","Y","Y","Z4"
"533137","KAKINADA","Andhra Pradesh","N","Y","N","Z4"
"533201","RAJAMUNDRY","ANDHRA PRADESH","Y","Y","Y","Z4"
"533202","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533203","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533210","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533211","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533212","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533213","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533214","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533215","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533216","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533217","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533218","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533220","Yanam","Andhra Pradesh","Y","Y","Y","Z4"
"533221","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533222","Uppalaguptam","Andhra Pradesh","Y","Y","Y","Z4"
"533223","Mummidivaram Reach","Andhra Pradesh","Y","Y","Y","Z4"
"533224","Ambajipet","Andhra Pradesh","N","Y","Y","Z4"
"533225","Ambajipet","Andhra Pradesh","Y","Y","Y","Z4"
"533226","Narasaraopet","Andhra Pradesh","Y","Y","Y","Z4"
"533227","Mummidivaram","Andhra Pradesh","Y","Y","N","Z4"
"533228","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533229","Ravulapalem","Andhra Pradesh","Y","Y","Y","Z4"
"533230","Ravulapalem","Andhra Pradesh","Y","Y","Y","Z4"
"533232","MANDAPETA","ANDHRA PRADESH","Y","Y","Y","Z4"
"533233","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533234","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533235","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533236","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533237","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533238","Mandapeta","ANDHRA PRADESH","Y","Y","Y","Z4"
"533239","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533240","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533241","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533242","Razole","Andhra Pradesh","Y","Y","Y","Z4"
"533244","Razole","Andhra Pradesh","Y","Y","Y","Z4"
"533247","Razole","Andhra Pradesh","Y","Y","Y","Z4"
"533248","Razole","Andhra Pradesh","Y","Y","Y","Z4"
"533249","Razole","Andhra Pradesh","Y","Y","Y","Z4"
"533250","Razole","Andhra Pradesh","Y","Y","Y","Z4"
"533251","Narsapur","Andhra Pradesh","Y","Y","Y","Z4"
"533252","Malkipuram","Andhra Pradesh","Y","Y","Y","Z4"
"533253","Razole","Andhra Pradesh","Y","Y","Y","Z4"
"533254","Razole","Andhra Pradesh","Y","Y","Y","Z4"
"533255","Draksharamam","Andhra Pradesh","Y","Y","Y","Z4"
"533256","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533258","Razole","Andhra Pradesh","Y","Y","Y","Z4"
"533260","Draksharamam","Andhra Pradesh","Y","Y","Y","Z4"
"533261","MANDAPETA","ANDHRA PRADESH","Y","Y","Y","Z4"
"533262","Draksharamam","Andhra Pradesh","Y","Y","Y","Z4"
"533263","Draksharamam","Andhra Pradesh","Y","Y","Y","Z4"
"533264","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533271","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533274","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533284","Addateegala","Andhra Pradesh","Y","Y","Y","Z4"
"533285","Gokavaram","Andhra Pradesh","Y","Y","Y","Z4"
"533286","Gokavaram","Andhra Pradesh","Y","Y","Y","Z4"
"533287","Kateru","Andhra Pradesh","Y","Y","Y","Z4"
"533288","Rampachodavaram","Andhra Pradesh","Y","Y","Y","Z4"
"533289","Korukonda","Andhra Pradesh","Y","Y","Y","Z4"
"533290","KOTIKESAVARAM","ANDHRA PRADESH","Y","Y","Y","Z4"
"533291","Rajanagaram","Andhra Pradesh","Y","Y","Y","Z4"
"533292","Gokavaram","Andhra Pradesh","Y","Y","Y","Z4"
"533293","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533294","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533295","Rampachodavaram","Andhra Pradesh","Y","Y","Y","Z4"
"533296","Rajanagaram","Andhra Pradesh","Y","Y","Y","Z4"
"533297","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533305","Draksharamam","Andhra Pradesh","Y","Y","Y","Z4"
"533306","Draksharamam","Andhra Pradesh","Y","Y","Y","Z4"
"533307","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533308","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533309","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533333","Rajahmundry","Andhra Pradesh","N","Y","Y","Z4"
"533339","RAMPACHODAVARAM","ANDHRA PRADESH","Y","Y","N","Z4"
"533340","Mandapeta","ANDHRA PRADESH","Y","Y","Y","Z4"
"533341","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533342","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533343","Bikkavolu","Andhra Pradesh","Y","Y","Y","Z4"
"533344","Bikkavolu","Andhra Pradesh","Y","Y","Y","Z4"
"533345","Mandapeta","Andhra Pradesh","Y","Y","Y","Z4"
"533346","Anaparthi","Andhra Pradesh","Y","Y","Y","Z4"
"533347","Chintoor","Telangana","Y","Y","Y","Z4"
"533349","Rajanagaram Reach","Andhra Pradesh","Y","Y","N","Z4"
"533350","Rajanagaram Reach","Andhra Pradesh","Y","Y","N","Z4"
"533351","Rajanagaram Reach","Andhra Pradesh","Y","Y","N","Z4"
"533352","Nellipaka","Andhra Pradesh","Y","Y","Y","Z4"
"533400","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533401","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533406","Kathipudi","Andhra Pradesh","Y","Y","Y","Z4"
"533407","Kotananduru","Andhra Pradesh","Y","Y","Y","Z4"
"533408","Tuni","Andhra Pradesh","Y","Y","Y","Z4"
"533409","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533410","Tuni","Andhra Pradesh","Y","Y","Y","Z4"
"533428","Addateegala","Andhra Pradesh","Y","Y","Y","Z4"
"533429","Yerravaram","Andhra Pradesh","Y","Y","Y","Z4"
"533430","Vommangi","Andhra Pradesh","Y","Y","Y","Z4"
"533431","KIRLAMPUDI","ANDHRA PRADESH","Y","Y","Y","Z4"
"533432","Yerravaram","Andhra Pradesh","Y","Y","Y","Z4"
"533433","Samalkot","Andhra Pradesh","Y","Y","Y","Z4"
"533434","Samarlakota","Andhra Pradesh","Y","Y","Y","Z4"
"533435","Yeleswaram","Andhra Pradesh","Y","Y","Y","Z4"
"533436","Koyyuru","Andhra Pradesh","Y","Y","Y","Z4"
"533437","Samarlakota","Andhra Pradesh","Y","Y","Y","Z4"
"533439","Peddapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533440","Samalkot","Andhra Pradesh","Y","Y","Y","Z4"
"533441","SRIKAKULAM","ANDHRA PRADESH","N","Y","N","Z4"
"533444","RAJAHMUNDRY","ANDHRA PRADESH","Y","Y","Y","Z4"
"533445","Pithampuram","Andhra Pradesh","Y","Y","Y","Z4"
"533446","Kathipudi","Andhra Pradesh","Y","Y","Y","Z4"
"533447","Kothapalli","Andhra Pradesh","Y","Y","Y","Z4"
"533448","Kothapalli","Andhra Pradesh","Y","Y","Y","Z4"
"533449","Kathipudi","Andhra Pradesh","Y","Y","Y","Z4"
"533450","Samarlakota","Andhra Pradesh","Y","Y","Y","Z4"
"533455","KATHIPUDI","ANDHRA PRADESH","N","Y","N","Z4"
"533456","Sankhavaram","Andhra Pradesh","N","Y","N","Z4"
"533457","SAMALKOT","ANDHRA PRADESH","N","Y","Y","Z4"
"533460","Samarlakota","Andhra Pradesh","Y","Y","Y","Z4"
"533461","Kakinada","Andhra Pradesh","Y","Y","Y","Z4"
"533462","Kakinada","Andhra Pradesh","Y","Y","Y","Z4"
"533463","Sunkara Palem","Andhra Pradesh","Y","Y","Y","Z4"
"533464","Yanam","Andhra Pradesh","Y","Y","Y","Z4"
"533465","SRIKAKULAM","Andhra Pradesh","N","Y","N","Z4"
"533466","WEST GODAVARI","ANDHRA PRADESH","N","Y","N","Z4"
"533468","Draksharamam","Andhra Pradesh","Y","Y","Y","Z4"
"533483","Addateegala","Andhra Pradesh","Y","Y","Y","Z4"
"533502","MUMMIDIVARAM","ANDHRA PRADESH","Y","Y","N","Z4"
"533503","Rajahmundry","Andhra Pradesh","Y","Y","Y","Z4"
"533514","Mummidivaram","Andhra Pradesh","Y","Y","N","Z4"
"533541","LAKKAVARM","ANDHRA PRADESH","Y","Y","N","Z4"
"533551","Vinukonda","Andhra Pradesh","N","Y","N","Z4"
"533554","MUMMIDIVARAM","ANDHRA PRADESH","Y","Y","N","Z4"
"533560","ANNAVARAM","Andhra Pradesh","N","Y","N","Z4"
"533566","AMALAPURAM","ANDHRA PRADESH","N","Y","Y","Z4"
"533577","Amalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"533622","Rampachodavaram","Andhra Pradesh","Y","Y","N","Z4"
"533644","RAMPACHODAVARAM","ANDHRA PRADESH","Y","Y","N","Z4"
"534000","ELURU","ANDHRA PRADESH","Y","Y","Y","Z4"
"534001","Eluru","Andhra Pradesh","Y","Y","Y","Z4"
"534002","Eluru","Andhra Pradesh","Y","Y","Y","Z4"
"534003","Eluru","Andhra Pradesh","Y","Y","Y","Z4"
"534004","Eluru","Andhra Pradesh","Y","Y","Y","Z4"
"534005","Eluru Reach","Andhra Pradesh","Y","Y","Y","Z4"
"534006","Eluru","Andhra Pradesh","Y","Y","Y","Z4"
"534007","Eluru","Andhra Pradesh","Y","Y","Y","Z4"
"534015","Eluru","Andhra Pradesh","Y","Y","Y","Z4"
"534101","Tadepalligudem","Andhra Pradesh","Y","Y","Y","Z4"
"534102","Tadepalligudem","Andhra Pradesh","Y","Y","Y","Z4"
"534108","Tadepalligudem","Andhra Pradesh","Y","Y","Y","Z4"
"534111","Tadepalligudem Reach","Andhra Pradesh","Y","Y","Y","Z4"
"534112","Tadepalligudem","Andhra Pradesh","Y","Y","Y","Z4"
"534116","Tadepalligudem","ANDHRA PRADESH","Y","Y","Y","Z4"
"534122","Penugonda","Andhra Pradesh","Y","Y","Y","Z4"
"534123","Penugonda","Andhra Pradesh","Y","Y","Y","Z4"
"534124","Penumantra","Andhra Pradesh","Y","Y","Y","Z4"
"534125","Achanta","Andhra Pradesh","Y","Y","Y","Z4"
"534126","Penugonda","Andhra Pradesh","Y","Y","Y","Z4"
"534127","Atchanta","Andhra Pradesh","Y","Y","Y","Z4"
"534129","Achanta","Andhra Pradesh","Y","Y","Y","Z4"
"534131","Gudivada","Andhra Pradesh","Y","Y","Y","Z4"
"534134","Gudivada","Andhra Pradesh","Y","Y","Y","Z4"
"534137","Tadepalligudem","ANDHRA PRADESH","Y","Y","Y","Z4"
"534145","Tadepalligudem","Andhra Pradesh","Y","Y","Y","Z4"
"534146","Tadepalligudem","Andhra Pradesh","Y","Y","Y","Z4"
"534156","Tanuku","Andhra Pradesh","Y","Y","Y","Z4"
"534160","Tadepalligudem","Andhra Pradesh","Y","Y","Y","Z4"
"534165","Tadepalligudem","Andhra Pradesh","Y","Y","Y","Z4"
"534166","Tadepalligudem","Andhra Pradesh","Y","Y","Y","Z4"
"534176","Nallajerla","Andhra Pradesh","Y","Y","Y","Z4"
"534186","Bhimavaram","ANDHRA PRADESH","Y","Y","Y","Z4"
"534195","Ganapavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534196","Tadepalligudem","Andhra Pradesh","Y","Y","Y","Z4"
"534197","Tadepalligudem","Andhra Pradesh","Y","Y","Y","Z4"
"534198","Ganapavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534199","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534201","BHIMAVARAM","ANDHRA PRADESH","Y","Y","Y","Z4"
"534202","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534203","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534204","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534206","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534207","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534208","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534209","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534210","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534211","Tanuku","Andhra Pradesh","Y","Y","Y","Z4"
"534212","Tanuku","Andhra Pradesh","Y","Y","Y","Z4"
"534213","Tanuku","Andhra Pradesh","Y","Y","Y","Z4"
"534214","Tanuku","Andhra Pradesh","Y","Y","Y","Z4"
"534215","Tanuku","Andhra Pradesh","Y","Y","Y","Z4"
"534216","Tanuku","Andhra Pradesh","Y","Y","Y","Z4"
"534217","Tanuku","Andhra Pradesh","Y","Y","Y","Z4"
"534218","Tadepalligudem","ANDHRA PRADESH","Y","Y","Y","Z4"
"534222","Peravalli","Andhra Pradesh","Y","Y","Y","Z4"
"534224","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534225","Gudivada","Andhra Pradesh","Y","Y","Y","Z4"
"534227","Tanuku","Andhra Pradesh","Y","Y","Y","Z4"
"534229","Gudivada","Andhra Pradesh","Y","Y","Y","Z4"
"534230","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534235","Kaikaluru","Andhra Pradesh","Y","Y","Y","Z4"
"534236","Kaikaluru","Andhra Pradesh","Y","Y","Y","Z4"
"534237","Akividu","Andhra Pradesh","Y","Y","Y","Z4"
"534238","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534239","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534240","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534243","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534244","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534245","Jinnuru","Andhra Pradesh","Y","Y","Y","Z4"
"534247","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534250","Jinnuru","Andhra Pradesh","Y","Y","Y","Z4"
"534251","Narsapur","Andhra Pradesh","Y","Y","Y","Z4"
"534260","PALAKOL","ANDHRA PRADESH","Y","Y","Y","Z4"
"534261","Palakollu","Andhra Pradesh","Y","Y","Y","Z4"
"534265","Jinnuru","Andhra Pradesh","Y","Y","Y","Z4"
"534266","Palakollu","Andhra Pradesh","Y","Y","Y","Z4"
"534267","Achanta","Andhra Pradesh","Y","Y","Y","Z4"
"534268","Palakollu","Andhra Pradesh","Y","Y","Y","Z4"
"534269","Palakollu","Andhra Pradesh","Y","Y","Y","Z4"
"534271","Narasapur","Andhra Pradesh","Y","Y","Y","Z4"
"534272","Achanta","Andhra Pradesh","Y","Y","Y","Z4"
"534275","Narsapur","Andhra Pradesh","Y","Y","Y","Z4"
"534280","PALAKOL","ANDHRA PRADESH","Y","Y","Y","Z4"
"534281","Narsapur","Andhra Pradesh","Y","Y","Y","Z4"
"534291","Narasapur","Andhra Pradesh","N","Y","Y","Z4"
"534293","Bhimavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534301","Kovvur","Andhra Pradesh","Y","Y","Y","Z4"
"534302","Kovvur","Andhra Pradesh","Y","Y","Y","Z4"
"534303","Kovvur","Andhra Pradesh","Y","Y","Y","Z4"
"534304","NIDADAVOLE","ANDHRA PRADESH","N","Y","N","Z4"
"534305","Kovvur","Andhra Pradesh","Y","Y","Y","Z4"
"534306","NIDADAVOLE","ANDHRA PRADESH","N","Y","N","Z4"
"534307","NIDADAVOLE","ANDHRA PRADESH","N","Y","N","Z4"
"534308","NIDADAVOLE","ANDHRA PRADESH","N","Y","N","Z4"
"534311","Jangareddygudem","Andhra Pradesh","Y","Y","Y","Z4"
"534312","Jangareddygudem","Andhra Pradesh","Y","Y","Y","Z4"
"534313","Gopalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"534314","Koyalagudem","Andhra Pradesh","Y","Y","Y","Z4"
"534315","Tallapudi","Andhra Pradesh","Y","Y","Y","Z4"
"534316","Gopalapuram","Andhra Pradesh","Y","Y","Y","Z4"
"534318","Polavaram","Andhra Pradesh","Y","Y","Y","Z4"
"534319","Dondapudi","Andhra Pradesh","Y","Y","N","Z4"
"534320","Tanuku","Andhra Pradesh","Y","Y","Y","Z4"
"534323","Eluru","Andhra Pradesh","Y","Y","Y","Z4"
